
0.707106781187,
0.707106781187,
0.0,
0.0,
0.0,
0.0,
0.0,

0.707106781187,
0.707106781187,
0.0,
0.0,
0.0,
0.0,
0.0,

0.707106781187,
0.707106781187,
0.0,
0.0,
0.0,
0.0,
0.0,

0.57735026919,
0.57735026919,
0.0,
0.0,
0.0,
0.0,
0.57735026919,

0.57735026919,
0.57735026919,
0.0,
0.0,
0.57735026919,
0.0,
0.0,

0.707106781187,
0.707106781187,
0.0,
0.0,
0.0,
0.0,
0.0,

1.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,

1.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,

0.57735026919,
0.57735026919,
0.57735026919,
0.0,
0.0,
0.0,
0.0,neerav

0,
0,
0,
0,
0,
0,
0,

-0.707106781187,
0.0,
0.0,
0.0,
0.707106781187,
0.0,
0.707106781187,tushar

1.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,tej

0.0,
0.0,
0.0,
0.0,
0.707106781187,
0.0,
0.707106781187,pandya

1.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,teju

0.377964473009,
0.377964473009,
0.377964473009,
0.377964473009,
0.377964473009,
0.377964473009,
0.377964473009,Sam

0.0,
0.57735026919,
0.0,
0.0,
0.57735026919,
0.0,
0.57735026919,Trishal

0.0,
0.0,
0.57735026919,
0.57735026919,
0.0,
0.57735026919,
0.0,Anurag

0.0,
0.0,
0.0,
0.0,
0.707106781187,
0.707106781187,
0.0,Siddharth

-0.57735026919,
0.57735026919,
0.0,
-0.57735026919,
0.57735026919,
0.0,
0.57735026919,radha

-0.57735026919,
0.57735026919,
0.0,
0.57735026919,
0.0,
0.0,
0.57735026919,

0.0,
0.0,
-0.707106781187,
0.707106781187,
0.0,
0.707106781187,
0.0,radha

1.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,neerav

1.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,neerav

0.707106781187,
0.0,
0.0,
0.0,
0.707106781187,
0.0,
0.0,radha

0.0,
0.0,
0.707106781187,
0.0,
0.0,
0.707106781187,
0.0,radha

0.0,
1.0,
0.0,
0.0,
0.0,
0.0,
0.0,radha

0.0,
0.0,
0.0,
0.0,
0.0,
1.0,
0.0,

0.0,
0.0,
0.0,
0.0,
1.0,
0.0,
0.0,radha

0.0,
0.0,
0.0,
0.0,
0.707106781187,
0.707106781187,
0.0,radha

0.707106781187,
0.0,
0.707106781187,
0.0,
0.0,
0.0,
0.0,radha

-1.0,
0.0,
1.0,
-1.0,
0.0,
-1.0,
0.0,radha

0,
0,
0,
0,
0,
0,
0,

0,
0,
0,
0,
0,
0,
0,

0.57735026919,
0.57735026919,
0.0,
0.0,
0.0,
0.57735026919,
0.0,neerav

0.707106781187,
0.0,
0.707106781187,
0.0,
0.0,
0.0,
0.0,neerav

0.707106781187,
0.0,
0.0,
0.707106781187,
0.0,
0.0,
0.0,neerav

0.57735026919,
0.57735026919,
-0.57735026919,
0.0,
0.57735026919,
0.0,
-0.57735026919,neerav jain

0,
0,
0,
0,
0,
0,
0,

0.707106781187,
0.0,
0.707106781187,
0.0,
0.0,
0.0,
0.0,neerav
